ID,Prediction
2935_2014-09-01,0.0015707884
2936_2014-09-01,0.0022003758
2937_2014-09-01,0.0020976986
2938_2014-09-01,0.0014899167
2939_2014-09-01,0.00088306476
2940_2014-09-01,0.00044000775
2941_2014-09-01,0.00030324823
2942_2014-09-01,0.00023882413
2943_2014-09-01,4.990758e-05
2944_2014-09-01,2.4877012e-05
2945_2014-09-01,1.2316355e-05
2946_2014-09-01,4.2893007e-05
2947_2014-09-01,2.4064942e-05
2948_2014-09-01,2.5294194e-05
2949_2014-09-01,9.1284455e-06
2950_2014-09-01,4.270094e-05
2951_2014-09-01,5.2036456e-05
2952_2014-09-01,4.124629e-05
2953_2014-09-01,2.2486674e-05
2954_2014-09-01,3.4152803e-05
2955_2014-09-01,7.144129e-05
2956_2014-09-01,0.00077207386
2957_2014-09-01,0.002152362
2958_2014-09-01,0.0016413515
2959_2014-09-01,0.0024605738
2960_2014-09-01,0.0043055774
2961_2014-09-01,0.0039596045
2962_2014-09-01,0.004486112
2963_2014-09-01,0.0044592344
2964_2014-09-01,0.0061311848
2965_2014-09-01,0.0052974154
2966_2014-09-01,0.0077369623
2967_2014-09-01,0.014622059
2968_2014-09-01,0.005163509
2969_2014-09-01,0.008736963
2970_2014-09-01,0.0035691708
2971_2014-09-01,0.005444083
2972_2014-09-01,0.0069646533
2973_2014-09-01,0.011111586
2974_2014-09-01,0.0100695705
2975_2014-09-01,0.0032928714
2976_2014-09-01,0.0017283913
2977_2014-09-01,0.0013809752
2978_2014-09-01,0.0013308566
2979_2014-09-01,0.00338702
2980_2014-09-01,0.006947528
2981_2014-09-01,0.013044521
2982_2014-09-01,0.0050018714
2983_2014-09-01,0.0006225639
2984_2014-09-01,0.0007913264
2985_2014-09-01,0.0017631516
2986_2014-09-01,0.003726211
2987_2014-09-01,0.0053434996
2988_2014-09-01,0.0026614226
2989_2014-09-01,0.0015758451
2990_2014-09-01,0.0008771933
2991_2014-09-01,0.00082281
2992_2014-09-01,0.0040154923
2993_2014-09-01,0.0027625074
2994_2014-09-01,0.0017753923
2995_2014-09-01,0.0013590046
2996_2014-09-01,0.0029650962
2997_2014-09-01,0.0013645939
2998_2014-09-01,0.0011859676
2999_2014-09-01,0.0003400064
3000_2014-09-01,0.00015894434
3001_2014-09-01,0.00013488186
3002_2014-09-01,4.0467105e-05
3003_2014-09-01,5.8828253e-05
3004_2014-09-01,2.1849997e-05
3005_2014-09-01,6.0400387e-05
3006_2014-09-01,8.1207654e-05
3007_2014-09-01,0.00010192828
3008_2014-09-01,9.006327e-05
3009_2014-09-01,5.4476484e-05
3010_2014-09-01,0.00011842978
3011_2014-09-01,3.5541707e-05
3012_2014-09-01,6.9292175e-05
3013_2014-09-01,0.0015419408
3014_2014-09-01,0.0038857646
3015_2014-09-01,0.0052453065
3016_2014-09-01,0.002998772
3017_2014-09-01,0.0041411393
3018_2014-09-01,0.0037218237
3019_2014-09-01,0.0038293535
3020_2014-09-01,0.006278319
3021_2014-09-01,0.005858005
3022_2014-09-01,0.007711069
3023_2014-09-01,0.014699759
3024_2014-09-01,0.008934504
3025_2014-09-01,0.008037544
3026_2014-09-01,0.0056477454
3027_2014-09-01,0.0061839195
3028_2014-09-01,0.0039921533
3029_2014-09-01,0.0060138456
3030_2014-09-01,0.007881739
3031_2014-09-01,0.0068550496
3032_2014-09-01,0.005724677
3033_2014-09-01,0.0012815264
3034_2014-09-01,0.0009578413
3035_2014-09-01,0.00064778613
3036_2014-09-01,0.0017508417
3037_2014-09-01,0.014781846
3038_2014-09-01,0.00029347633
3039_2014-09-01,0.02184581
3040_2014-09-01,0.0032964116
3041_2014-09-01,0.0009785314
3042_2014-09-01,0.0018371745
3043_2014-09-01,0.0022577913
3044_2014-09-01,0.0031561283
3045_2014-09-01,0.0011491856
3046_2014-09-01,0.0011814344
3047_2014-09-01,0.0024576085
3048_2014-09-01,0.0030048343
3049_2014-09-01,0.0041035055
3050_2014-09-01,0.0040216376
3051_2014-09-01,0.0021929177
3052_2014-09-01,0.0005408649
3053_2014-09-01,0.0008008887
3054_2014-09-01,0.00057856884
3055_2014-09-01,0.00032423643
3056_2014-09-01,0.00021822001
3057_2014-09-01,0.00022988844
3058_2014-09-01,9.40237e-05
3059_2014-09-01,0.00011985762
3060_2014-09-01,0.0001273788
3061_2014-09-01,0.00013019932
3062_2014-09-01,0.00013553473
3063_2014-09-01,0.00073689927
3064_2014-09-01,0.001275715
3065_2014-09-01,0.0045562866
3066_2014-09-01,0.004032535
3067_2014-09-01,0.0054776845
3068_2014-09-01,0.0038981894
3069_2014-09-01,0.006415163
3070_2014-09-01,0.0053084423
3071_2014-09-01,0.009246462
3072_2014-09-01,0.004761141
3073_2014-09-01,0.007055228
3074_2014-09-01,0.016063636
3075_2014-09-01,0.01722183
3076_2014-09-01,0.01601119
3077_2014-09-01,0.0102736335
3078_2014-09-01,0.0055239075
3079_2014-09-01,0.0072839693
3080_2014-09-01,0.0063124835
3081_2014-09-01,0.0063434257
3082_2014-09-01,0.0080422135
3083_2014-09-01,0.0034475648
3084_2014-09-01,0.0025844048
3085_2014-09-01,0.0023927244
3086_2014-09-01,0.00057182834
3087_2014-09-01,0.0005489992
3088_2014-09-01,0.009165101
3089_2014-09-01,0.086090736
3090_2014-09-01,0.009807557
3091_2014-09-01,0.00038054568
3092_2014-09-01,0.009587906
3093_2014-09-01,0.00636465
3094_2014-09-01,0.0032535333
3095_2014-09-01,0.0017675176
3096_2014-09-01,0.001317813
3097_2014-09-01,0.00050596776
3098_2014-09-01,0.0008699226
3099_2014-09-01,0.00094179093
3100_2014-09-01,0.0030248296
3101_2014-09-01,0.0030377442
3102_2014-09-01,0.0034108916
3103_2014-09-01,0.009782236
3104_2014-09-01,0.0076940884
3105_2014-09-01,0.006486389
3106_2014-09-01,0.0031464251
3107_2014-09-01,0.0032207784
3108_2014-09-01,0.0015792797
3109_2014-09-01,0.000416642
3110_2014-09-01,0.00026786356
3111_2014-09-01,0.0002525845
3112_2014-09-01,0.00017852781
3113_2014-09-01,0.00034723803
3114_2014-09-01,0.00053329417
3115_2014-09-01,0.00024853012
3116_2014-09-01,0.00027772947
3117_2014-09-01,0.00070926745
3118_2014-09-01,0.0017036459
3119_2014-09-01,0.004606064
3120_2014-09-01,0.0038866748
3121_2014-09-01,0.0042977757
3122_2014-09-01,0.004625668
3123_2014-09-01,0.008342521
3124_2014-09-01,0.004616629
3125_2014-09-01,0.0049726674
3126_2014-09-01,0.0087038195
3127_2014-09-01,0.0063364203
3128_2014-09-01,0.017268047
3129_2014-09-01,0.031327266
3130_2014-09-01,0.014155761
3131_2014-09-01,0.01807925
3132_2014-09-01,0.012494935
3133_2014-09-01,0.007904565
3134_2014-09-01,0.00577677
3135_2014-09-01,0.0072494196
3136_2014-09-01,0.007245728
3137_2014-09-01,0.00443184
3138_2014-09-01,0.0046722223
3139_2014-09-01,0.0031340655
3140_2014-09-01,0.00037474203
3141_2014-09-01,0.0017126022
3142_2014-09-01,0.016520467
3143_2014-09-01,0.06742693
3144_2014-09-01,0.051592126
3145_2014-09-01,0.0062201256
3146_2014-09-01,0.0007014003
3147_2014-09-01,0.0065841367
3148_2014-09-01,0.0035570068
3149_2014-09-01,0.004918376
3150_2014-09-01,0.0041024024
3151_2014-09-01,0.001095985
3152_2014-09-01,0.0016237019
3153_2014-09-01,0.0017233078
3154_2014-09-01,0.0015286069
3155_2014-09-01,0.0014721362
3156_2014-09-01,0.0028801358
3157_2014-09-01,0.0004713154
3158_2014-09-01,0.0003463817
3159_2014-09-01,0.0003957819
3160_2014-09-01,0.0002163051
3161_2014-09-01,0.00036021453
3162_2014-09-01,0.00047321199
3163_2014-09-01,0.0009474348
3164_2014-09-01,0.000945012
3165_2014-09-01,0.0009847278
3166_2014-09-01,0.001861458
3167_2014-09-01,0.002798862
3168_2014-09-01,0.0037884691
3169_2014-09-01,0.0049354974
3170_2014-09-01,0.0062524932
3171_2014-09-01,0.009451528
3172_2014-09-01,0.0027552408
3173_2014-09-01,0.0034391102
3174_2014-09-01,0.014222412
3175_2014-09-01,0.018094163
3176_2014-09-01,0.023489177
3177_2014-09-01,0.040543
3178_2014-09-01,0.039332338
3179_2014-09-01,0.025757447
3180_2014-09-01,0.011186446
3181_2014-09-01,0.00977183
3182_2014-09-01,0.011125727
3183_2014-09-01,0.010284015
3184_2014-09-01,0.0066912156
3185_2014-09-01,0.007970956
3186_2014-09-01,0.00450174
3187_2014-09-01,0.002915119
3188_2014-09-01,0.00085186015
3189_2014-09-01,0.0023773997
3190_2014-09-01,0.019703602
3191_2014-09-01,0.061102644
3192_2014-09-01,0.061402105
3193_2014-09-01,0.04679165
3194_2014-09-01,0.011387136
3195_2014-09-01,0.0034232554
3196_2014-09-01,0.0035645694
3197_2014-09-01,0.004638239
3198_2014-09-01,0.0094359955
3199_2014-09-01,0.0034913816
3200_2014-09-01,0.0017382394
3201_2014-09-01,0.0019153521
3202_2014-09-01,0.000692287
3203_2014-09-01,0.0014116296
3204_2014-09-01,0.0010221779
3205_2014-09-01,0.00047030565
3206_2014-09-01,0.00061982626
3207_2014-09-01,0.00057445373
3208_2014-09-01,0.00032263607
3209_2014-09-01,0.00041750993
3210_2014-09-01,0.0006675867
3211_2014-09-01,0.0011846732
3212_2014-09-01,0.00122904
3213_2014-09-01,0.0028971597
3214_2014-09-01,0.004362202
3215_2014-09-01,0.0050587095
3216_2014-09-01,0.008112506
3217_2014-09-01,0.007721705
3218_2014-09-01,0.024969064
3219_2014-09-01,0.024265336
3220_2014-09-01,0.033677906
3221_2014-09-01,0.030055556
3222_2014-09-01,0.026663397
3223_2014-09-01,0.027460808
3224_2014-09-01,0.028218634
3225_2014-09-01,0.034292385
3226_2014-09-01,0.016012054
3227_2014-09-01,0.019681731
3228_2014-09-01,0.016019545
3229_2014-09-01,0.015271859
3230_2014-09-01,0.011119438
3231_2014-09-01,0.009205581
3232_2014-09-01,0.011029397
3233_2014-09-01,0.0073247612
3234_2014-09-01,0.0024339836
3235_2014-09-01,0.0022146052
3236_2014-09-01,0.003594154
3237_2014-09-01,0.010008835
3238_2014-09-01,0.01875774
3239_2014-09-01,0.010578935
3240_2014-09-01,0.014877215
3241_2014-09-01,0.0233329
3242_2014-09-01,0.0003541646
3243_2014-09-01,0.0044830358
3244_2014-09-01,0.0055431416
3245_2014-09-01,0.0042574867
3246_2014-09-01,0.002997612
3247_2014-09-01,0.0026288182
3248_2014-09-01,0.0012519134
3249_2014-09-01,0.0035991748
3250_2014-09-01,0.0010192615
3251_2014-09-01,0.0009377608
3252_2014-09-01,0.000623309
3253_2014-09-01,0.0011497533
3254_2014-09-01,0.0013315103
3255_2014-09-01,0.0011542663
3256_2014-09-01,0.0010468903
3257_2014-09-01,0.0013462899
3258_2014-09-01,0.0017002731
3259_2014-09-01,0.0036536532
3260_2014-09-01,0.008191311
3261_2014-09-01,0.007917286
3262_2014-09-01,0.00847847
3263_2014-09-01,0.0065682367
3264_2014-09-01,0.050478026
3265_2014-09-01,0.040980846
3266_2014-09-01,0.0741343
3267_2014-09-01,0.11975224
3268_2014-09-01,0.08641013
3269_2014-09-01,0.053745538
3270_2014-09-01,0.023938738
3271_2014-09-01,0.013003025
3272_2014-09-01,0.009050961
3273_2014-09-01,0.008171257
3274_2014-09-01,0.0077160946
3275_2014-09-01,0.0051130913
3276_2014-09-01,0.007038729
3277_2014-09-01,0.008108838
3278_2014-09-01,0.0077390857
3279_2014-09-01,0.005476796
3280_2014-09-01,0.0064797425
3281_2014-09-01,0.0044621015
3282_2014-09-01,0.00429554
3283_2014-09-01,0.008784945
3284_2014-09-01,0.0052873394
3285_2014-09-01,0.008841687
3286_2014-09-01,0.007821825
3287_2014-09-01,0.024988538
3288_2014-09-01,0.00108605
3289_2014-09-01,0.0014348152
3290_2014-09-01,0.003012776
3291_2014-09-01,0.005057169
3292_2014-09-01,0.007372634
3293_2014-09-01,0.007248009
3294_2014-09-01,0.0027580368
3295_2014-09-01,0.0023952138
3296_2014-09-01,0.0019428883
3297_2014-09-01,0.002383399
3298_2014-09-01,0.0057605226
3299_2014-09-01,0.009823268
3300_2014-09-01,0.009203542
3301_2014-09-01,0.016931517
3302_2014-09-01,0.016697507
3303_2014-09-01,0.057153925
3304_2014-09-01,0.035201628
3305_2014-09-01,0.07872683
3306_2014-09-01,0.10473735
3307_2014-09-01,0.111569084
3308_2014-09-01,0.044497438
3309_2014-09-01,0.033127587
3310_2014-09-01,0.015135064
3311_2014-09-01,0.0063845385
3312_2014-09-01,0.005408308
3313_2014-09-01,0.0032686936
3314_2014-09-01,0.001121115
3315_2014-09-01,0.004053152
3316_2014-09-01,0.012657272
3317_2014-09-01,0.011553814
3318_2014-09-01,0.006929254
3319_2014-09-01,0.0057496657
3320_2014-09-01,0.010254127
3321_2014-09-01,0.014534786
3322_2014-09-01,0.012073567
3323_2014-09-01,0.039906885
3324_2014-09-01,0.033893857
3325_2014-09-01,0.039224163
3326_2014-09-01,0.033748835
3327_2014-09-01,0.019228783
3328_2014-09-01,0.0002169698
3329_2014-09-01,0.0036805542
3330_2014-09-01,0.0050338204
3331_2014-09-01,0.0036827966
3332_2014-09-01,0.0045184623
3333_2014-09-01,0.0029224714
3334_2014-09-01,0.0029259305
3335_2014-09-01,0.002947243
3336_2014-09-01,0.0036413493
3337_2014-09-01,0.008089191
3338_2014-09-01,0.013896111
3339_2014-09-01,0.030718805
3340_2014-09-01,0.02013843
3341_2014-09-01,0.051810436
3342_2014-09-01,0.05677168
3343_2014-09-01,0.03660916
3344_2014-09-01,0.030883133
3345_2014-09-01,0.07666892
3346_2014-09-01,0.11047162
3347_2014-09-01,0.042088863
3348_2014-09-01,0.007353619
3349_2014-09-01,0.0051080845
3350_2014-09-01,0.0072116484
3351_2014-09-01,0.007485479
3352_2014-09-01,0.002264849
3353_2014-09-01,0.0030169368
3354_2014-09-01,0.009991
3355_2014-09-01,0.019000102
3356_2014-09-01,0.014439768
3357_2014-09-01,0.0038803201
3358_2014-09-01,0.010943179
3359_2014-09-01,0.013993846
3360_2014-09-01,0.012581898
3361_2014-09-01,0.010848976
3362_2014-09-01,0.037434403
3363_2014-09-01,0.064756654
3364_2014-09-01,0.04105884
3365_2014-09-01,0.047333308
3366_2014-09-01,0.063226566
3367_2014-09-01,0.016413884
3368_2014-09-01,0.0063366396
3369_2014-09-01,0.009463307
3370_2014-09-01,0.0030250135
3371_2014-09-01,0.0020674348
3372_2014-09-01,0.0034334015
3373_2014-09-01,0.003659544
3374_2014-09-01,0.0044368096
3375_2014-09-01,0.0065543465
3376_2014-09-01,0.06700372
3377_2014-09-01,0.013611723
3378_2014-09-01,0.06232663
3379_2014-09-01,0.037093583
3380_2014-09-01,0.05179465
3381_2014-09-01,0.05239177
3382_2014-09-01,0.050353065
3383_2014-09-01,0.09490548
3384_2014-09-01,0.06913189
3385_2014-09-01,0.054499112
3386_2014-09-01,0.024190202
3387_2014-09-01,0.00032816414
3388_2014-09-01,0.011804656
3389_2014-09-01,0.0076316395
3390_2014-09-01,0.0053792787
3391_2014-09-01,0.0032592088
3392_2014-09-01,0.004813554
3393_2014-09-01,0.0043758275
3394_2014-09-01,0.014348288
3395_2014-09-01,0.014525679
3396_2014-09-01,0.018246802
3397_2014-09-01,0.017067503
3398_2014-09-01,0.013128948
3399_2014-09-01,0.015906205
3400_2014-09-01,0.013257908
3401_2014-09-01,0.046715144
3402_2014-09-01,0.06022746
3403_2014-09-01,0.058970556
3404_2014-09-01,0.068386264
3405_2014-09-01,0.010002416
3406_2014-09-01,0.0084554
3407_2014-09-01,0.0097564915
3408_2014-09-01,0.005032089
3409_2014-09-01,0.0040255915
3410_2014-09-01,0.004642897
3411_2014-09-01,0.005013359
3412_2014-09-01,0.005495575
3413_2014-09-01,0.021906417
3414_2014-09-01,0.09274189
3415_2014-09-01,0.024373025
3416_2014-09-01,0.03406873
3417_2014-09-01,0.037576064
3418_2014-09-01,0.024048818
3419_2014-09-01,0.046354003
3420_2014-09-01,0.054215867
3421_2014-09-01,0.11163565
3422_2014-09-01,0.0905955
3423_2014-09-01,0.036447603
3424_2014-09-01,0.0067353523
3425_2014-09-01,0.008576269
3426_2014-09-01,0.016733551
3427_2014-09-01,0.0068059615
3428_2014-09-01,0.01149872
3429_2014-09-01,0.0024872771
3430_2014-09-01,0.0078104255
3431_2014-09-01,0.0076028537
3432_2014-09-01,0.012896158
3433_2014-09-01,0.023580568
3434_2014-09-01,0.017586585
3435_2014-09-01,0.022027353
3436_2014-09-01,0.013700241
3437_2014-09-01,0.019806623
3438_2014-09-01,0.009867684
3439_2014-09-01,0.010973665
3440_2014-09-01,0.019548167
3441_2014-09-01,0.0039458172
3442_2014-09-01,0.0044472455
3443_2014-09-01,0.004574954
3444_2014-09-01,0.010012724
3445_2014-09-01,0.02113311
3446_2014-09-01,0.05499877
3447_2014-09-01,0.04900652
3448_2014-09-01,0.05874836
3449_2014-09-01,0.044657163
3450_2014-09-01,0.06832772
3451_2014-09-01,0.07436423
3452_2014-09-01,0.1020032
3453_2014-09-01,0.060255937
3454_2014-09-01,0.096152015
3455_2014-09-01,0.055880874
3456_2014-09-01,0.06902776
3457_2014-09-01,0.031112924
3458_2014-09-01,0.021817543
3459_2014-09-01,0.025880525
3460_2014-09-01,0.013990603
3461_2014-09-01,0.013006992
3462_2014-09-01,0.012784867
3463_2014-09-01,0.0143958535
3464_2014-09-01,0.0075694495
3465_2014-09-01,0.03019362
3466_2014-09-01,0.035325907
3467_2014-09-01,0.017907463
3468_2014-09-01,0.000517712
3469_2014-09-01,0.02032018
3470_2014-09-01,0.021054195
3471_2014-09-01,0.028758163
3472_2014-09-01,0.046647497
3473_2014-09-01,0.016542561
3474_2014-09-01,0.007773159
3475_2014-09-01,0.0071095033
3476_2014-09-01,0.0058875764
3477_2014-09-01,0.011145323
3478_2014-09-01,0.06571041
3479_2014-09-01,0.03454324
3480_2014-09-01,0.06880843
3481_2014-09-01,0.073442094
3482_2014-09-01,0.1181896
3483_2014-09-01,0.1616159
3484_2014-09-01,0.110065505
3485_2014-09-01,0.056813132
3486_2014-09-01,0.037629317
3487_2014-09-01,0.08741457
3488_2014-09-01,0.04657871
3489_2014-09-01,0.027980026
3490_2014-09-01,0.032357797
3491_2014-09-01,0.01833017
3492_2014-09-01,0.014334537
3493_2014-09-01,0.017389763
3494_2014-09-01,0.020453645
3495_2014-09-01,0.031361982
3496_2014-09-01,0.030425623
3497_2014-09-01,0.04146286
3498_2014-09-01,0.018965347
3499_2014-09-01,0.00034438077
3500_2014-09-01,0.05405616
3501_2014-09-01,0.041356068
3502_2014-09-01,0.053997815
3503_2014-09-01,0.052524406
3504_2014-09-01,0.06525447
3505_2014-09-01,0.041872196
3506_2014-09-01,0.040750116
3507_2014-09-01,0.028217835
3508_2014-09-01,0.010816611
3509_2014-09-01,0.0470902
3510_2014-09-01,0.094468236
3511_2014-09-01,0.09084862
3512_2014-09-01,0.18533954
3513_2014-09-01,0.1658171
3514_2014-09-01,0.040612467
3515_2014-09-01,0.06689092
3516_2014-09-01,0.034448426
3517_2014-09-01,0.03409096
3518_2014-09-01,0.02553149
3519_2014-09-01,0.020285666
3520_2014-09-01,0.016038002
3521_2014-09-01,0.019130487
3522_2014-09-01,0.020809619
3523_2014-09-01,0.016804459
3524_2014-09-01,0.018151226
3525_2014-09-01,0.038372707
3526_2014-09-01,0.055023164
3527_2014-09-01,0.030022172
3528_2014-09-01,0.04511378
3529_2014-09-01,0.00422409
3530_2014-09-01,0.06278166
3531_2014-09-01,0.03353517
3532_2014-09-01,0.030327855
3533_2014-09-01,0.056314852
3534_2014-09-01,0.037093025
3535_2014-09-01,0.027933028
3536_2014-09-01,0.021492768
3537_2014-09-01,0.024392832
3538_2014-09-01,0.021504775
3539_2014-09-01,0.014728752
3540_2014-09-01,0.07893434
3541_2014-09-01,0.112472095
3542_2014-09-01,0.30752698
3543_2014-09-01,0.37880346
3544_2014-09-01,0.07333489
3545_2014-09-01,0.03501058
3546_2014-09-01,0.028879384
3547_2014-09-01,0.010446629
3548_2014-09-01,0.016588347
3549_2014-09-01,0.018886097
3550_2014-09-01,0.013005914
3551_2014-09-01,0.015459736
3552_2014-09-01,0.0208563
3553_2014-09-01,0.044660054
3554_2014-09-01,0.02029776
3555_2014-09-01,0.059238676
3556_2014-09-01,0.06666216
3557_2014-09-01,0.019723784
3558_2014-09-01,0.048952997
3559_2014-09-01,0.01376639
3560_2014-09-01,0.019740377
3561_2014-09-01,0.021201637
3562_2014-09-01,0.033950612
3563_2014-09-01,0.021346154
3564_2014-09-01,0.008247136
3565_2014-09-01,0.021140303
3566_2014-09-01,0.01773973
3567_2014-09-01,0.021135172
3568_2014-09-01,0.105578616
3569_2014-09-01,0.035831574
3570_2014-09-01,0.23142913
3571_2014-09-01,0.10463987
3572_2014-09-01,0.0073283715
3573_2014-09-01,0.0071081473
3574_2014-09-01,0.014247658
3575_2014-09-01,0.014522403
3576_2014-09-01,0.008920422
3577_2014-09-01,0.016537186
3578_2014-09-01,0.019547217
3579_2014-09-01,0.050090816
3580_2014-09-01,0.04785219
3581_2014-09-01,0.07445089
3582_2014-09-01,0.053809304
3583_2014-09-01,0.023989005
3584_2014-09-01,0.03593266
3585_2014-09-01,0.021456836
3586_2014-09-01,0.07523879
3587_2014-09-01,0.056225512
3588_2014-09-01,0.03892641
3589_2014-09-01,0.017422613
3590_2014-09-01,0.04706203
3591_2014-09-01,0.025481744
3592_2014-09-01,0.0039239954
3593_2014-09-01,0.00565148
3594_2014-09-01,0.007094554
3595_2014-09-01,0.01986996
3596_2014-09-01,0.010722884
3597_2014-09-01,0.02469708
3598_2014-09-01,0.07387482
3599_2014-09-01,0.013818426
3600_2014-09-01,0.0028126691
3601_2014-09-01,0.00550854
3602_2014-09-01,0.0038696283
3603_2014-09-01,0.00484349
3604_2014-09-01,0.0040882872
3605_2014-09-01,0.017012527
3606_2014-09-01,0.023520477
3607_2014-09-01,0.035443448
3608_2014-09-01,0.03817682
3609_2014-09-01,0.037102543
3610_2014-09-01,0.030907772
3611_2014-09-01,0.03675861
3612_2014-09-01,0.035375357
3613_2014-09-01,0.039574686
3614_2014-09-01,0.068308264
3615_2014-09-01,0.06156332
3616_2014-09-01,0.04943441
3617_2014-09-01,0.014560545
3618_2014-09-01,0.023537153
3619_2014-09-01,0.010112597
3620_2014-09-01,0.013790993
3621_2014-09-01,0.0148680415
3622_2014-09-01,0.01672287
3623_2014-09-01,0.021629183
3624_2014-09-01,0.007475393
3625_2014-09-01,0.010823716
3626_2014-09-01,0.010175367
3627_2014-09-01,0.004139376
3628_2014-09-01,0.006838442
3629_2014-09-01,0.009052843
3630_2014-09-01,0.0073611448
3631_2014-09-01,0.013032408
3632_2014-09-01,0.010112515
3633_2014-09-01,0.013477091
3634_2014-09-01,0.011921445
3635_2014-09-01,0.016882576
3636_2014-09-01,0.0211267
3637_2014-09-01,0.039444707
3638_2014-09-01,0.035853438
3639_2014-09-01,0.03236077
3640_2014-09-01,0.03269139
3641_2014-09-01,0.03028496
3642_2014-09-01,0.040024083
3643_2014-09-01,0.06671722
3644_2014-09-01,0.043932408
3645_2014-09-01,0.06744621
3646_2014-09-01,0.022801062
3647_2014-09-01,0.013390486
3648_2014-09-01,0.0137051055
3649_2014-09-01,0.016434003
3650_2014-09-01,0.0110024195
3651_2014-09-01,0.006801666
3652_2014-09-01,0.0072972802
3653_2014-09-01,0.008819321
3654_2014-09-01,0.009034693
3655_2014-09-01,0.006311798
3656_2014-09-01,0.0118563045
3657_2014-09-01,0.0050213714
3658_2014-09-01,0.011451569
3659_2014-09-01,0.012265653
3660_2014-09-01,0.044332538
3661_2014-09-01,0.008795456
3662_2014-09-01,0.011228017
3663_2014-09-01,0.010167445
3664_2014-09-01,0.0190286
3665_2014-09-01,0.025583263
3666_2014-09-01,0.028431777
3667_2014-09-01,0.04878743
3668_2014-09-01,0.085036844
3669_2014-09-01,0.030416507
3670_2014-09-01,0.05842553
3671_2014-09-01,0.06728647
3672_2014-09-01,0.1034404
3673_2014-09-01,0.19246873
3674_2014-09-01,0.027032718
3675_2014-09-01,0.010873709
3676_2014-09-01,0.010821189
3677_2014-09-01,0.010276825
3678_2014-09-01,0.007181202
3679_2014-09-01,0.0026787962
3680_2014-09-01,0.0039586453
3681_2014-09-01,0.013515615
3682_2014-09-01,0.004944576
3683_2014-09-01,0.0035105974
3684_2014-09-01,0.0045496756
3685_2014-09-01,0.0114292
3686_2014-09-01,0.005849256
3687_2014-09-01,0.009335843
3688_2014-09-01,0.019966967
3689_2014-09-01,0.00866277
3690_2014-09-01,0.009393051
3691_2014-09-01,0.013568568
3692_2014-09-01,0.011757891
3693_2014-09-01,0.01774106
3694_2014-09-01,0.03526244
3695_2014-09-01,0.052327294
3696_2014-09-01,0.059154414
3697_2014-09-01,0.041216515
3698_2014-09-01,0.043171644
3699_2014-09-01,0.07318972
3700_2014-09-01,0.16701138
3701_2014-09-01,0.15792859
3702_2014-09-01,0.13265325
3703_2014-09-01,0.020948246
3704_2014-09-01,0.008747939
3705_2014-09-01,0.0069323783
3706_2014-09-01,0.014670512
3707_2014-09-01,0.00990645
3708_2014-09-01,0.011973232
3709_2014-09-01,0.010487547
3710_2014-09-01,0.01779587
3711_2014-09-01,0.012430146
3712_2014-09-01,0.0050910963
3713_2014-09-01,0.0052299676
3714_2014-09-01,0.00467112
3715_2014-09-01,0.0032565116
3716_2014-09-01,0.0042868746
3717_2014-09-01,0.006722725
3718_2014-09-01,0.009708041
3719_2014-09-01,0.038994774
3720_2014-09-01,0.053749323
3721_2014-09-01,0.069600455
3722_2014-09-01,0.041470364
3723_2014-09-01,0.048326988
3724_2014-09-01,0.048406046
3725_2014-09-01,0.0044353777
3726_2014-09-01,0.0056009996
3727_2014-09-01,0.0032362249
3728_2014-09-01,0.0036146871
3729_2014-09-01,0.0040900465
3730_2014-09-01,0.009035091
3731_2014-09-01,0.0038706374
3732_2014-09-01,0.0057119294
3733_2014-09-01,0.007012048
3734_2014-09-01,0.00389157
3735_2014-09-01,0.0057445294
3736_2014-09-01,0.008144102
3737_2014-09-01,0.010367207
3738_2014-09-01,0.016368343
3739_2014-09-01,0.04776085
3740_2014-09-01,0.067596294
3741_2014-09-01,0.049545486
3742_2014-09-01,0.05868053
3743_2014-09-01,0.0017738348
3744_2014-09-01,0.0020791187
3745_2014-09-01,0.0034721931
3746_2014-09-01,0.0025396673
3747_2014-09-01,0.0041490505
3748_2014-09-01,0.007056257
3749_2014-09-01,0.005201748
3750_2014-09-01,0.0040606274
3751_2014-09-01,0.0041432832
3752_2014-09-01,0.007423582
3753_2014-09-01,0.009872441
3754_2014-09-01,0.02130368
3755_2014-09-01,0.051520705
3756_2014-09-01,0.032485858
3757_2014-09-01,0.048679687
3758_2014-09-01,0.0011564163
3759_2014-09-01,0.0021394347
3760_2014-09-01,0.0018187152
3761_2014-09-01,0.005572585
3762_2014-09-01,0.008717002
3763_2014-09-01,0.00571689
3764_2014-09-01,0.007017422
3765_2014-09-01,0.0077772057
3766_2014-09-01,0.0130866645
3767_2014-09-01,0.009119267
3768_2014-09-01,0.03469123
3769_2014-09-01,0.0885047
3770_2014-09-01,0.03704266
3771_2014-09-01,0.05766263
3772_2014-09-01,0.0028662262
3773_2014-09-01,0.0065829763
3774_2014-09-01,0.0061973585
3775_2014-09-01,0.0031354423
3776_2014-09-01,0.008540519
3777_2014-09-01,0.008317623
3778_2014-09-01,0.04038674
3779_2014-09-01,0.093508184
3780_2014-09-01,0.04181442
3781_2014-09-01,0.023592122
3782_2014-09-01,0.054457232
3783_2014-09-01,0.04201134
3784_2014-09-01,0.027352564
3785_2014-09-01,0.01281445
3786_2014-09-01,0.032401703
